,id,value_x,value_y,group,language,follower,friend,time
13408,1395385464908038144,RT @slouph_art: WerewolfxFurry AU ğŸŒ•ğŸ�º Full moon night...(1/4) https://t.co/SD647U7WMd,0.35,mid,en,197,134,Thu May 20 14:26:34 +0000 2021
13409,1395385468687032324,Defcon virtual again. Thanks virus.,0.2,mid,en,2082,690,Thu May 20 14:26:35 +0000 2021
13410,1395385487364349953,"The preview for @camilladerrico's show, Myths and Monsters is now live in our website. ğŸ”— Link in bio. The exhibitioâ€¦ https://t.co/cmEJrHezio",0.13636363636363635,mid,en,10465,142,Thu May 20 14:26:39 +0000 2021
13411,1395385489985654785,RT @Melbourne4Wiki: @laineduffy @GabrielShipton :) https://t.co/thNuWbJLP7,0.5,mid,und,8251,10004,Thu May 20 14:26:40 +0000 2021
13412,1395385491831197696,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,592,542,Thu May 20 14:26:40 +0000 2021
13413,1395385497799708673,"RT @shazahrah: ??!! Melbourne shut down their economy waktu 2nd wave for three-four months mall, restaurants all closed. They can only go oâ€¦",-0.0638888888888889,mid,en,181,242,Thu May 20 14:26:42 +0000 2021
13414,1395385517072519170,"@AidanWalshMUFC don't get me wrong gerrard and lampard were proper players, but they were different players. I persâ€¦ https://t.co/L4N7ewRqW0",-0.16666666666666666,mid,en,118,1849,Thu May 20 14:26:46 +0000 2021
13415,1395385517366185988,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,508,429,Thu May 20 14:26:47 +0000 2021
13416,1395385520172146695,OK. So is it now government policy that it is an option for over 50â€™s to wait for an MRNA vaccine? Because the lastâ€¦ https://t.co/20xPTrHUFk,0.5,mid,en,986,3758,Thu May 20 14:26:47 +0000 2021
13417,1395385528225173505,"RT @vishal_nayini: Urgent -Raipur @KTRTRS sir tagged you for better reach â�—ï¸�
Patient's name : Gurucharan Mouryani
Age : 64 Male
Hospital'sâ€¦",0.25,mid,en,2160,543,Thu May 20 14:26:49 +0000 2021
13418,1395385533514358785,"RT @theage: The Australian government, Olympic Committee and business sponsors face a tense 10 months grappling with the public and politicâ€¦",-0.1111111111111111,mid,en,113,414,Thu May 20 14:26:50 +0000 2021
13419,1395385535137402886,if youâ€™re out there I hope youâ€™re ok ğŸ¥º @Olivia_Rodrigo,0.5,mid,en,1147,2073,Thu May 20 14:26:51 +0000 2021
13420,1395385537381363713,"@reijieun You emphasis on â€œteenâ€� a lot. Iâ€™ll pleasure you here, ANYONE OVER 18 IS AN ADULT - how hard is this conceâ€¦ https://t.co/lhRzEJGdkZ",-0.0638888888888889,mid,en,3326,452,Thu May 20 14:26:51 +0000 2021
13421,1395385540556443649,@elpresidente54 @andrewbensonf1 Lol,0.8,mid,und,246,819,Thu May 20 14:26:52 +0000 2021
13422,1395385540803842053,@tracey_thorn @frontofstore can we knock down all the new buildings &amp; go back to 1992? &amp; @CityLaunceston this evenâ€¦ https://t.co/NbEvkrkTEK,-0.006397306397306411,mid,en,513,2483,Thu May 20 14:26:52 +0000 2021
13423,1395385540845793280,"RT @dgoult05: @Bishop64 And there's another photo with wet stains all over his crutch!
If he's incontinent, (and many people are, so no shaâ€¦",0.1875,mid,en,3018,2451,Thu May 20 14:26:52 +0000 2021
13424,1395385547577778181,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,62,250,Thu May 20 14:26:54 +0000 2021
13425,1395385554041245703,RT @dan_p_simpson: I am trying to do something that involves understanding my old code and I have never hated myself more than I do at thisâ€¦,0.35000000000000003,mid,en,166,628,Thu May 20 14:26:55 +0000 2021
13426,1395385559703425030,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,31,69,Thu May 20 14:26:57 +0000 2021
13427,1395385560089436161,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,789,654,Thu May 20 14:26:57 +0000 2021
13428,1395385560672264195,Ever wonder what the other 90% of people you follow but donâ€™t appear in your main feed are up to? I swear I only heâ€¦ https://t.co/pvDQkkcRVP,0.013888888888888886,mid,en,380,980,Thu May 20 14:26:57 +0000 2021
13429,1395385561041539085,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,6658,4039,Thu May 20 14:26:57 +0000 2021
13430,1395385577567002629,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,136,206,Thu May 20 14:27:01 +0000 2021
13431,1395385581627138049,"RT @OnlyXRP: I know some of you guys got hit hard today. ğŸ™�

Going to do a $1k #giveaway for 3 people. 

Hope it will help

No obligation
â�¡ï¸�â€¦",-0.2916666666666667,mid,en,12,150,Thu May 20 14:27:02 +0000 2021
13432,1395385594402906120,Obsessed w this man https://t.co/IUKziJ9izD,-0.5,mid,en,66,1245,Thu May 20 14:27:05 +0000 2021
13433,1395385595371823113,"RT @MareseCarver: @davidbewart I recon Chalmers slowly and calmly killing Frydenberg will be better to watch ~ either way, bring it on!",0.20833333333333334,mid,en,441,551,Thu May 20 14:27:05 +0000 2021
13434,1395385605220143104,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,602,216,Thu May 20 14:27:07 +0000 2021
13435,1395385609733222404,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,566,443,Thu May 20 14:27:09 +0000 2021
13436,1395385620525109252,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,48,110,Thu May 20 14:27:11 +0000 2021
13437,1395385620541984770,"RT @vishal_nayini: Urgent -Raipur @KTRTRS sir tagged you for better reach â�—ï¸�
Patient's name : Gurucharan Mouryani
Age : 64 Male
Hospital'sâ€¦",0.25,mid,en,3412,2434,Thu May 20 14:27:11 +0000 2021
13438,1395385631493165060,"Traitor, 1 step forward 3 steps back and favourite crime are really good",0.35,mid,en,1689,282,Thu May 20 14:27:14 +0000 2021
13439,1395385653211271175,"@hanekou__ haha thanks I appreciate it!
you've been hustling pretty hard which is why you've gained traction in sucâ€¦ https://t.co/iHGhCgqqfQ",0.10208333333333332,mid,en,10515,692,Thu May 20 14:27:19 +0000 2021
13440,1395385667396509701,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,166,147,Thu May 20 14:27:22 +0000 2021
13441,1395385675306835970,"COLUMBO OS DRAWING NANAMI. I REPEAT, COLUMBO IS FUCKING DRAWING NANAMI I WILL NOW DIE IN PEACE https://t.co/XfRDe3G4OU",-0.6,mid,en,619,1923,Thu May 20 14:27:24 +0000 2021
13442,1395385681728270336,RT @YonkouProd: Hard to read Miura's words in this interview... https://t.co/pd3rsJlttd,-0.2916666666666667,mid,en,23,316,Thu May 20 14:27:26 +0000 2021
